"NCM"|"EX"|"DESCRIÇÃO"|"AL_IPI"|"CST_IPI_ENTRADA"|"CST_IPI_SAÍDA"|"CST_PIS_COFINS_ENTRADA"|"CST_PIS_COFINS_SAÍDA"|"CÓDIGO_JUSTIFICATIVA_ENQUADRAMENTO_PIS_COFINS"
"84836011"|""|"Árvores de transmissão (incluídas as árvores de “cames” e virabrequins) e manivelas; mancais e “bronzes”; engrenagens e rodas de fricção; eixos de esferas ou de roletes; redutores, multiplicadores, caixas de transmissão e variadores de velocidade, incluídos os conversores de torque; volantes e polias, incluídas as polias para cadernais; embreagens e dispositivos de acoplamento, incluídas as juntas de articulação - Embreagens e dispositivos de acoplamento, incluídas as juntas de articulação - Embreagens - De fricção"|0|"01"|"51"|""|""|""
"84836019"|""|"Árvores de transmissão (incluídas as árvores de “cames” e virabrequins) e manivelas; mancais e “bronzes”; engrenagens e rodas de fricção; eixos de esferas ou de roletes; redutores, multiplicadores, caixas de transmissão e variadores de velocidade, incluídos os conversores de torque; volantes e polias, incluídas as polias para cadernais; embreagens e dispositivos de acoplamento, incluídas as juntas de articulação - Embreagens e dispositivos de acoplamento, incluídas as juntas de articulação - Embreagens - Outras"|0|"01"|"51"|""|""|""
"84836090"|""|"Árvores de transmissão (incluídas as árvores de “cames” e virabrequins) e manivelas; mancais e “bronzes”; engrenagens e rodas de fricção; eixos de esferas ou de roletes; redutores, multiplicadores, caixas de transmissão e variadores de velocidade, incluídos os conversores de torque; volantes e polias, incluídas as polias para cadernais; embreagens e dispositivos de acoplamento, incluídas as juntas de articulação - Embreagens e dispositivos de acoplamento, incluídas as juntas de articulação - Outros"|0|"01"|"51"|""|""|""
"84839000"|""|"Árvores de transmissão (incluídas as árvores de “cames” e virabrequins) e manivelas; mancais e “bronzes”; engrenagens e rodas de fricção; eixos de esferas ou de roletes; redutores, multiplicadores, caixas de transmissão e variadores de velocidade, incluídos os conversores de torque; volantes e polias, incluídas as polias para cadernais; embreagens e dispositivos de acoplamento, incluídas as juntas de articulação - Rodas dentadas e outros órgãos elementares de transmissão apresentados separadamente; partes"|0|"01"|"51"|""|""|""
"84841000"|""|"Juntas metaloplásticas; jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes; juntas de vedação mecânicas (selos mecânicos) - Juntas metaloplásticas"|12|"00"|"50"|""|""|""
"84842000"|""|"Juntas metaloplásticas; jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes; juntas de vedação mecânicas (selos mecânicos) - Juntas de vedação, mecânicas (selos mecânicos)"|10|"00"|"50"|""|""|""
"84849000"|""|"Juntas metaloplásticas; jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes; juntas de vedação mecânicas (selos mecânicos) - Outros"|12|"00"|"50"|""|""|""
"84861000"|""|"Máquinas e aparelhos dos tipos utilizados exclusiva ou principalmente na fabricação de “esferas” “(boules”) ou de plaquetas (“wafers”), de dispositivos semicondutores, de circuitos integrados eletrônicos ou de dispositivos de visualização de tela plana; máquinas e aparelhos especificados na Nota 9 C) do presente Capítulo; partes e acessórios - Máquinas e aparelhos para fabricação de “esferas” (“boules”) ou de plaquetas (“wafers”)"|0|"01"|"51"|""|""|""
"84862000"|""|"Máquinas e aparelhos dos tipos utilizados exclusiva ou principalmente na fabricação de “esferas” “(boules”) ou de plaquetas (“wafers”), de dispositivos semicondutores, de circuitos integrados eletrônicos ou de dispositivos de visualização de tela plana; máquinas e aparelhos especificados na Nota 9 C) do presente Capítulo; partes e acessórios - Máquinas e aparelhos para fabricação de dispositivos semicondutores ou de circuitos integrados eletrônicos"|0|"01"|"51"|""|""|""
"84863000"|""|"Máquinas e aparelhos dos tipos utilizados exclusiva ou principalmente na fabricação de “esferas” “(boules”) ou de plaquetas (“wafers”), de dispositivos semicondutores, de circuitos integrados eletrônicos ou de dispositivos de visualização de tela plana; máquinas e aparelhos especificados na Nota 9 C) do presente Capítulo; partes e acessórios - Máquinas e aparelhos para fabricação de dispositivos de visualização de tela plana"|0|"01"|"51"|""|""|""
"84864000"|""|"Máquinas e aparelhos dos tipos utilizados exclusiva ou principalmente na fabricação de “esferas” “(boules”) ou de plaquetas (“wafers”), de dispositivos semicondutores, de circuitos integrados eletrônicos ou de dispositivos de visualização de tela plana; máquinas e aparelhos especificados na Nota 9 C) do presente Capítulo; partes e acessórios - Máquinas e aparelhos especificados na Nota 9 C) do presente Capítulo"|0|"01"|"51"|""|""|""
"84869000"|""|"Máquinas e aparelhos dos tipos utilizados exclusiva ou principalmente na fabricação de “esferas” “(boules”) ou de plaquetas (“wafers”), de dispositivos semicondutores, de circuitos integrados eletrônicos ou de dispositivos de visualização de tela plana; máquinas e aparelhos especificados na Nota 9 C) do presente Capítulo; partes e acessórios - Partes e acessórios"|0|"01"|"51"|""|""|""
"84871000"|""|"Partes de máquinas ou de aparelhos, não especificadas nem compreendidas em outras posições do presente Capítulo, que não contenham conexões elétricas, partes isoladas eletricamente, bobinas, contatos nem quaisquer outros elementos com características elétricas - Hélices para embarcações e suas pás"|10|"00"|"50"|""|""|""
"84879000"|""|"Partes de máquinas ou de aparelhos, não especificadas nem compreendidas em outras posições do presente Capítulo, que não contenham conexões elétricas, partes isoladas eletricamente, bobinas, contatos nem quaisquer outros elementos com características elétricas - Outras"|10|"00"|"50"|""|""|""
"85011011"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Motores de potência não superior a 37,5 W - De corrente contínua - De passo inferior ou igual a 1,8°"|5|"00"|"50"|""|""|""
"85011011"|"01"|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Motores de potência não superior a 37,5 W - De corrente contínua - Próprios para utilização em brinquedos"|10|"00"|"50"|""|""|""
"85011019"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Motores de potência não superior a 37,5 W - De corrente contínua - Outros"|10|"00"|"50"|""|""|""
"85011021"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Motores de potência não superior a 37,5 W - De corrente alternada - Síncronos"|10|"00"|"50"|""|""|""
"85011029"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Motores de potência não superior a 37,5 W - De corrente alternada - Outros"|10|"00"|"50"|""|""|""
"85011030"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Motores de potência não superior a 37,5 W - Universais"|10|"00"|"50"|""|""|""
"85012000"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Motores universais de potência superior a 37,5 W"|10|"00"|"50"|""|""|""
"85013110"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente continua; geradores de corrente contínua - De potência não superior a 750 W - Motores"|10|"00"|"50"|""|""|""
"85013120"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente continua; geradores de corrente contínua - De potência não superior a 750 W - Geradores"|0|"01"|"51"|""|""|""
"85013210"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente continua; geradores de corrente contínua - De potência superior a 750 W mas não superior a 75 kW - Motores"|0|"01"|"51"|""|""|""
"85013220"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente continua; geradores de corrente contínua - De potência superior a 750 W mas não superior a 75 kW - Geradores"|0|"01"|"51"|""|""|""
"85013310"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente continua; geradores de corrente contínua - De potência superior a 75 kW mas não superior a 375 kW - Motores"|0|"01"|"51"|""|""|""
"85013320"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente continua; geradores de corrente contínua - De potência superior a 75 kW mas não superior a 375 kW - Geradores"|0|"01"|"51"|""|""|""
"85013411"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente continua; geradores de corrente contínua - De potência superior a 375 kW - Motores - De potência inferior ou igual a 3.000 kW"|0|"01"|"51"|""|""|""
"85013419"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente continua; geradores de corrente contínua - De potência superior a 375 kW - Motores - Outros"|0|"01"|"51"|""|""|""
"85013420"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente continua; geradores de corrente contínua - De potência superior a 375 kW - Geradores"|0|"01"|"51"|""|""|""
"85014011"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, monofásicos - De potência inferior ou igual a 15 kW - Síncronos"|0|"01"|"51"|""|""|""
"85014019"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, monofásicos - De potência inferior ou igual a 15 kW - Outros"|10|"00"|"50"|""|""|""
"85014021"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, monofásicos - De potência superior a 15 kW - Síncronos"|0|"01"|"51"|""|""|""
"85014029"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, monofásicos - De potência superior a 15 kW - Outros"|10|"00"|"50"|""|""|""
"85015110"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, polifásicos - De potência não superior a 750 W - Trifásicos, com rotor de gaiola"|5|"00"|"50"|""|""|""
"85015110"|"01"|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, polifásicos - De potência não superior a 750 W - De alto rendimento, segundo norma NBR-7094"|0|"01"|"51"|""|""|""
"85015120"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, polifásicos - De potência não superior a 750 W - Trifásicos, com rotor de anéis"|0|"01"|"51"|""|""|""
"85015190"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, polifásicos - De potência não superior a 750 W - Outros"|0|"01"|"51"|""|""|""
"85015210"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, polifásicos - De potência superior a 750 W mas não superior a 75 kW - Trifásicos, com rotor de gaiola"|0|"01"|"51"|""|""|""
"85015220"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, polifásicos - De potência superior a 750 W mas não superior a 75 kW - Trifásicos, com rotor de anéis"|0|"01"|"51"|""|""|""
"85015290"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, polifásicos - De potência superior a 750 W mas não superior a 75 kW - Outros"|0|"01"|"51"|""|""|""
"85015310"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, polifásicos - De potência superior a 75 kW - Trifásicos, de potência inferior ou igual a 7.500 kW"|0|"01"|"51"|""|""|""
"85015320"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, polifásicos - De potência superior a 75 kW - Trifásicos, de potência superior a 7.500 kW mas não superior a 30.000 kW"|0|"01"|"51"|""|""|""
"85015390"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Outros motores de corrente alternada, polifásicos - De potência superior a 75 kW - Outros"|0|"01"|"51"|""|""|""
"85016100"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Geradores de corrente alternada (alternadores) - De potência não superior a 75 kVA"|0|"01"|"51"|""|""|""
"85016200"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Geradores de corrente alternada (alternadores) - De potência superior a 75 kVA mas não superior a 375 kVA"|0|"01"|"51"|""|""|""
"85016300"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Geradores de corrente alternada (alternadores) - De potência superior a 375 kVA mas não superior a 750 kVA"|0|"01"|"51"|""|""|""
"85016400"|""|"Motores e geradores, elétricos, exceto os grupos eletrogêneos - Geradores de corrente alternada (alternadores) - De potência superior a 750 kVA"|0|"01"|"51"|""|""|""
"85021110"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Grupos eletrogêneos de motor de pistão, de ignição por compressão (motores diesel ou semi-diesel) - De potência não superior a 75 kVA - De corrente alternada"|0|"01"|"51"|""|""|""
"85021190"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Grupos eletrogêneos de motor de pistão, de ignição por compressão (motores diesel ou semi-diesel) - De potência não superior a 75 kVA - Outros"|0|"01"|"51"|""|""|""
"85021210"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Grupos eletrogêneos de motor de pistão, de ignição por compressão (motores diesel ou semi-diesel) - De potência superior a 75 kVA mas não superior a 375 kVA - De corrente alternada"|0|"01"|"51"|""|""|""
"85021290"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Grupos eletrogêneos de motor de pistão, de ignição por compressão (motores diesel ou semi-diesel) - De potência superior a 75 kVA mas não superior a 375 kVA - Outros"|0|"01"|"51"|""|""|""
"85021311"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Grupos eletrogêneos de motor de pistão, de ignição por compressão (motores diesel ou semi-diesel) - De potência superior a 375 kVA - De corrente alternada - De potência inferior ou igual a 430 kVA"|0|"01"|"51"|""|""|""
"85021319"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Grupos eletrogêneos de motor de pistão, de ignição por compressão (motores diesel ou semi-diesel) - De potência superior a 375 kVA - De corrente alternada - Outros"|0|"01"|"51"|""|""|""
"85021390"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Grupos eletrogêneos de motor de pistão, de ignição por compressão (motores diesel ou semi-diesel) - De potência superior a 375 kVA - Outros"|0|"01"|"51"|""|""|""
"85022011"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Grupos eletrogêneos de motor de pistão, de ignição por centelha (motor de explosão) - De corrente alternada - De potência inferior ou igual a 210 kVA"|0|"01"|"51"|""|""|""
"85022019"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Grupos eletrogêneos de motor de pistão, de ignição por centelha (motor de explosão) - De corrente alternada - Outros"|0|"01"|"51"|""|""|""
"85022090"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Grupos eletrogêneos de motor de pistão, de ignição por centelha (motor de explosão) - Outros"|0|"01"|"51"|""|""|""
"85023100"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Outros grupos eletrogêneos - De energia eólica"|0|"01"|"51"|""|""|""
"85023900"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Outros grupos eletrogêneos - Outros"|0|"01"|"51"|""|""|""
"85024010"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Conversores rotativos elétricos - De freqüência"|0|"01"|"51"|""|""|""
"85024090"|""|"Grupos eletrogêneos e conversores rotativos elétricos - Conversores rotativos elétricos - Outros"|0|"01"|"51"|""|""|""
"85030010"|""|"Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas das posições 85.01 ou 85.02 - De motores ou geradores das subposições 8501.10, 8501.20, 8501.31, 8501.32 ou do item 8501.40.1"|10|"00"|"50"|""|""|""
"85030090"|""|"Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas das posições 85.01 ou 85.02 - Outras"|10|"00"|"50"|""|""|""
"85030090"|"01"|"Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas das posições 85.01 ou 85.02 - Partes utilizadas exclusiva ou principalmente em aerogeradores classificados no código 8502.31.00"|0|"01"|"51"|""|""|""
"85041000"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Reatores para lâmpadas ou tubos de descargas"|5|"00"|"50"|""|""|""
"85042100"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Transformadores de dielétrico líquido - De potência não superior a 650 kVA"|0|"01"|"51"|""|""|""
"85042200"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Transformadores de dielétrico líquido - De potência superior a 650 kVA mas não superior a 10.000 kVA"|0|"01"|"51"|""|""|""
"85042300"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Transformadores de dielétrico líquido - De potência superior a 10.000 kVA"|0|"01"|"51"|""|""|""
"85043111"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outros transformadores - De potência não superior a 1 kVA - Para freqüências inferiores ou iguais a 60 Hz - Transformadores de corrente"|10|"00"|"50"|""|""|""
"85043119"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outros transformadores - De potência não superior a 1 kVA - Para freqüências inferiores ou iguais a 60 Hz - Outros"|10|"00"|"50"|""|""|""
"85043191"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outros transformadores - De potência não superior a 1 kVA - Outros - Transformador de saída horizontal (“fly back”), com tensão de saída superior a 18 kV e freqüência de varredura horizontal superior ou igual a 32 kHz"|5|"00"|"50"|""|""|""
"85043192"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outros transformadores - De potência não superior a 1 kVA - Outros - Transformadores de FI, de detecção, de relação, de linearidade ou de foco"|20|"00"|"50"|""|""|""
"85043199"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outros transformadores - De potência não superior a 1 kVA - Outros - Outros"|10|"00"|"50"|""|""|""
"85043199"|"01"|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outros transformadores - De potência não superior a 1 kVA - Outros - Transformadores de deflexão (“yokes”), para tubos de raios catódicos"|20|"00"|"50"|""|""|""
"85043211"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outros transformadores - De potência superior a 1 kVA mas não superior a 16 kVA - De potência inferior ou igual a 3 kVA - Para freqüências inferiores ou iguais a 60 Hz"|0|"01"|"51"|""|""|""
"85043219"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outros transformadores - De potência superior a 1 kVA mas não superior a 16 kVA - De potência inferior ou igual a 3 kVA - Outros"|0|"01"|"51"|""|""|""
"85043221"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outros transformadores - De potência superior a 1 kVA mas não superior a 16 kVA - De potência superior a 3 kVA - Para freqüências inferiores ou iguais a 60 Hz"|0|"01"|"51"|""|""|""
"85043229"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outros transformadores - De potência superior a 1 kVA mas não superior a 16 kVA - De potência superior a 3 kVA - Outros"|0|"01"|"51"|""|""|""
"85043300"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outros transformadores - De potência superior a 16 kVA mas não superior a 500 kVA"|0|"01"|"51"|""|""|""
"85043400"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outros transformadores - De potência superior a 500 kVA"|0|"01"|"51"|""|""|""
"85044010"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Conversores estáticos - Carregadores de acumuladores"|5|"00"|"50"|""|""|""
"85044021"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Conversores estáticos - Retificadores, exceto carregadores de acumuladores - De cristal (semicondutores)"|5|"00"|"50"|""|""|""
"85044022"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Conversores estáticos - Retificadores, exceto carregadores de acumuladores - Eletrolíticos"|5|"00"|"50"|""|""|""
"85044029"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Conversores estáticos - Retificadores, exceto carregadores de acumuladores - Outros"|5|"00"|"50"|""|""|""
"85044030"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Conversores estáticos - Conversores de corrente contínua"|15|"00"|"50"|""|""|""
"85044040"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Conversores estáticos - Equipamento de alimentação ininterrupta de energia (UPS ou “no break”)"|15|"00"|"50"|""|""|""
"85044050"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Conversores estáticos - Conversores eletrônicos de freqüência, para variação de velocidade de motores elétricos"|15|"00"|"50"|""|""|""
"85044060"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Conversores estáticos - Aparelhos eletrônicos de alimentação de energia dos tipos utilizados para iluminação de emergência"|15|"00"|"50"|""|""|""
"85044090"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Conversores estáticos - Outros"|15|"00"|"50"|""|""|""
"85045000"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Outras bobinas de reatância e de auto-indução"|0|"01"|"51"|""|""|""
"85049010"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Partes - Núcleos de pó ferromagnético"|10|"00"|"50"|""|""|""
"85049020"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Partes - De reatores para lâmpadas ou tubos de descarga"|10|"00"|"50"|""|""|""
"85049030"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Partes - De transformadores das subposições 8504.21, 8504.22, 8504.23, 8504.33 ou 8504.34"|10|"00"|"50"|""|""|""
"85049040"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Partes - De conversores estáticos, exceto de carregadores de acumuladores e de retificadores"|10|"00"|"50"|""|""|""
"85049090"|""|"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução - Partes - Outras"|10|"00"|"50"|""|""|""
"85051100"|""|"Eletroímãs; ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou eletromagnéticos, de fixação; acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos; cabeças de elevação eletromagnéticas - Ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização - De metal"|15|"00"|"50"|""|""|""
"85051910"|""|"Eletroímãs; ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou eletromagnéticos, de fixação; acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos; cabeças de elevação eletromagnéticas - Ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização - Outros - De ferrita (cerâmicos)"|15|"00"|"50"|""|""|""
"85051990"|""|"Eletroímãs; ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou eletromagnéticos, de fixação; acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos; cabeças de elevação eletromagnéticas - Ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização - Outros - Outros"|15|"00"|"50"|""|""|""
"85052010"|""|"Eletroímãs; ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou eletromagnéticos, de fixação; acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos; cabeças de elevação eletromagnéticas - Acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos - Freios que atuam por corrente de Foucault, do tipo dos utilizados nos veículos das posições 87.01 a 87.05"|5|"00"|"50"|""|""|""
"85052090"|""|"Eletroímãs; ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou eletromagnéticos, de fixação; acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos; cabeças de elevação eletromagnéticas - Acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos - Outros"|5|"00"|"50"|""|""|""
"85052090"|"01"|"Eletroímãs; ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou eletromagnéticos, de fixação; acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos; cabeças de elevação eletromagnéticas - Acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos - Embreagem eletromagnética para colheitadeiras"|4|"00"|"50"|""|""|""
"85059010"|""|"Eletroímãs; ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou eletromagnéticos, de fixação; acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos; cabeças de elevação eletromagnéticas - Outros, incluídas as partes - Eletroímãs"|5|"00"|"50"|""|""|""
"85059080"|""|"Eletroímãs; ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou eletromagnéticos, de fixação; acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos; cabeças de elevação eletromagnéticas - Outros, incluídas as partes - Outros"|15|"00"|"50"|""|""|""
"85059090"|""|"Eletroímãs; ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou eletromagnéticos, de fixação; acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos; cabeças de elevação eletromagnéticas - Outros, incluídas as partes - Partes"|15|"00"|"50"|""|""|""
"85061010"|""|"Pilhas e baterias de pilhas, elétricas - De bióxido de manganês - Pilhas alcalinas"|15|"00"|"50"|""|""|""
"85061020"|""|"Pilhas e baterias de pilhas, elétricas - De bióxido de manganês - Outras pilhas"|15|"00"|"50"|""|""|""
"85061030"|""|"Pilhas e baterias de pilhas, elétricas - De bióxido de manganês - Baterias de pilhas"|15|"00"|"50"|""|""|""
"85063010"|""|"Pilhas e baterias de pilhas, elétricas - De óxido de mercúrio - Com volume exterior não superior a 300 cm³"|15|"00"|"50"|""|""|""
"85063090"|""|"Pilhas e baterias de pilhas, elétricas - De óxido de mercúrio - Outras"|15|"00"|"50"|""|""|""
"85064010"|""|"Pilhas e baterias de pilhas, elétricas - De óxido de prata - Com volume exterior não superior a 300 cm³"|15|"00"|"50"|""|""|""
"85064090"|""|"Pilhas e baterias de pilhas, elétricas - De óxido de prata - Outras"|15|"00"|"50"|""|""|""
"85065010"|""|"Pilhas e baterias de pilhas, elétricas - De lítio - Com volume exterior não superior a 300 cm³"|15|"00"|"50"|""|""|""
"85065090"|""|"Pilhas e baterias de pilhas, elétricas - De lítio - Outras"|15|"00"|"50"|""|""|""
"85066010"|""|"Pilhas e baterias de pilhas, elétricas - De ar-zinco - Com volume exterior não superior a 300 cm³"|15|"00"|"50"|""|""|""
"85066090"|""|"Pilhas e baterias de pilhas, elétricas - De ar-zinco - Outras"|15|"00"|"50"|""|""|""
"85068010"|""|"Pilhas e baterias de pilhas, elétricas - Outras pilhas e baterias de pilhas - Com volume exterior não superior a 300 cm³"|15|"00"|"50"|""|""|""
"85068090"|""|"Pilhas e baterias de pilhas, elétricas - Outras pilhas e baterias de pilhas - Outras"|15|"00"|"50"|""|""|""
"85069000"|""|"Pilhas e baterias de pilhas, elétricas - Partes"|15|"00"|"50"|""|""|""
